username,user_id,role_cd,time_zone,location_cd,country_cd
2260AKeenan,1794718,ASSOCIATE,America/Vancouver,2260,CA
2279lmaglalang,278433,SHIFT_LDR,America/Winnipeg,2279,CA
2294ssuganthan,1053724,ASSOCIATE,America/Toronto,2294,CA
2876RVillahermosa,1706589,ASSOCIATE,America/Toronto,2296,CA
2343LRegine,1808746,ASSOCIATE,America/Montreal,2343,CA
2345joelpe,1737999,ASSOCIATE,America/Moncton,2345,CA
2360julian,1749127,ASSOCIATE,America/Toronto,2360,CA
2379SamuelLefebvre,1518025,SHIFT_LDR,America/Montreal,2379,CA
2394CMamasig,1778819,ASSOCIATE,America/Toronto,2394,CA
4764Josephine,1557552,ASSOCIATE,America/Toronto,2396,CA
2430lmiller,1358504,ASSOCIATE,America/Montreal,2430,CA
2260SAbesh,260306,ASSOCIATE,America/Vancouver,2445,CA
2460eburt,1676036,ASSOCIATE,Canada/Mountain,2460,CA
2479CLeimenstall,1491543,ASSOCIATE,America/Toronto,2479,CA
2494DIDARUL,1788606,ASSOCIATE,America/Toronto,2494,CA
2416blam,1022517,ASSOCIATE,America/Vancouver,2530,CA
2579Shannon,1810935,ASSOCIATE,America/Toronto,2579,CA
2594Rebecca,1673010,ASSOCIATE,America/Toronto,2594,CA
2596jhaniel,1692648,SHIFT_LDR,America/Edmonton,2596,CA
2630ogenest,1624083,ASSOCIATE,America/Montreal,2630,CA
AlissaK,1816670,ASSISTANT_MGR,America/Toronto,2645,CA
2679yvette,1639751,ASSOCIATE,America/Toronto,2679,CA
2681Tims,1821685,ASSOCIATE,America/Toronto,2681,CA
2694ITagupa,1705021,SHIFT_LDR,America/Vancouver,2694,CA
2696nkaur,1650840,ASSOCIATE,America/Winnipeg,2696,CA
2730Jnicholson,1674568,ASSOCIATE,America/Toronto,2730,CA
2745Mstgermain,1787280,ASSOCIATE,America/Montreal,2745,CA
2779Vcamille,1648553,ASSOCIATE,America/Regina,2779,CA
2781RDuncan,1817594,ASSOCIATE,America/Toronto,2781,CA
brianmcknight,1600555,MUM,America/Winnipeg,2796,CA
2815revangelista,1780385,ASSOCIATE,America/Edmonton,2815,CA
blakelandry,1505919,SHIFT_LDR,America/Moncton,2830,CA
2845MTetreault,1796708,ASSOCIATE,America/Montreal,2845,CA
Anabelle3037,1441321,SHIFT_LDR,America/Toronto,2879,CA
2881acampbell,1812516,ASSOCIATE,America/Toronto,2881,CA
2915Mahjabeen,1523850,ASSOCIATE,America/Toronto,2915,CA
2930WANDA,1574815,ASSOCIATE,America/Toronto,2930,CA
2932TFanara,1508432,ASSOCIATE,America/Toronto,2932,CA
2945sukhdeep,1767568,ASSOCIATE,America/Toronto,2945,CA
2515navya,1729746,ASSOCIATE,America/Montreal,2979,CA
1290ESanderson,1766388,ASSOCIATE,America/Toronto,2981,CA
0270BRiches,168377,SHIFT_LDR,America/Toronto,2996,CA
3015SMacDonald,1601217,ASSOCIATE,America/Toronto,3015,CA
2602Allyanna,1562900,ASSOCIATE,America/Toronto,3030,CA
3032AGrewal,1634541,ASSOCIATE,America/Toronto,3032,CA
Christianelandry,1554558,ASSOCIATE,America/Montreal,3045,CA
0344AimeeS,1564659,ASSOCIATE,America/Regina,3079,CA
3081rbiln,1690744,ASSOCIATE,America/Vancouver,3081,CA
3096TAREK,1594679,ASSOCIATE,America/Toronto,3096,CA
Vaithehe3115,1703766,ASSOCIATE,America/Toronto,3115,CA
3130LUUNGA,1750275,ASSOCIATE,America/Toronto,3130,CA
anmol3132,1694004,SHIFT_LDR,America/Toronto,3132,CA
1508RArcher,1692386,ASSOCIATE,America/Vancouver,3166,CA
jessicalalonde,316015,REST_MGR,America/Montreal,3179,CA
Soonam3196,1772500,ASSOCIATE,America/Toronto,3196,CA
SEBASTIEN3215,1254894,ASSOCIATE,America/Montreal,3215,CA
3230MTruelove,1775520,ASSOCIATE,America/Toronto,3230,CA
2916AdeleD,1304016,ASSISTANT_MGR,America/Edmonton,3232,CA
3266Siddharth,1704369,ASSOCIATE,America/Toronto,3266,CA
tramel,317837,ASSOCIATE,America/Toronto,3279,CA
3281marikab,1725846,ASSOCIATE,America/Montreal,3281,CA
GGopalapillai,264090,SHIFT_LDR,America/Toronto,3296,CA
3330dedwards,1705956,ASSOCIATE,America/Toronto,3330,CA
tyleraddeyjibb,1472274,ASSOCIATE,America/Montreal,3366,CA
3381BCavanagh,1759408,ASSOCIATE,America/Toronto,3381,CA
japroulx,1259571,ASSOCIATE,America/Toronto,12,CA
ashleymc,1820474,ASSOCIATE,America/Toronto,47,CA
0062ASmith,1071190,ASSOCIATE,America/Toronto,62,CA
nnajmuddin,1810002,ASSOCIATE,America/Toronto,98,CA
1907JTalbot,247710,ASSOCIATE,America/Toronto,112,CA
0162yarora,1794330,ASSOCIATE,America/Toronto,162,CA
0197CHagerman,209121,ASSOCIATE,America/Toronto,197,CA
0956RKaur1,1799446,ASSOCIATE,America/Halifax,198,CA
2037LSikat,104424,REST_MGR,America/Toronto,233,CA
0247Harveen,1792257,ASSOCIATE,America/Toronto,247,CA
christinahayden,1420974,MUM,America/Toronto,248,CA
283yasmin,1753018,ASSOCIATE,America/Edmonton,283,CA
0297BSaltise,1368288,SHIFT_LDR,America/Winnipeg,297,CA
298emile,1761891,ASSOCIATE,America/Montreal,298,CA
1904GTan,1300673,ASSOCIATE,America/Winnipeg,333,CA
347SundeepK,1782984,ASSOCIATE,America/Toronto,347,CA
0348marilou,1176058,ASSOCIATE,America/Edmonton,348,CA
0397jfieurant,1648997,ASSOCIATE,America/Montreal,397,CA
0398joanwamboldt,1660228,ASSOCIATE,America/Halifax,398,CA
0433Yonas,1716378,ASSOCIATE,America/St_Johns,433,CA
0447GDunkerley,1669772,SHIFT_LDR,America/Toronto,447,CA
0555LSRooney,1591278,ASSOCIATE,America/Halifax,448,CA
0483khatfield,1585059,ASSOCIATE,America/Moncton,483,CA
497Lschwenger,1722275,ASSOCIATE,America/Moncton,497,CA
0330quiagoz,1019092,ASSISTANT_MGR,America/Edmonton,533,CA
0548mdickieson,1797162,ASSOCIATE,America/Toronto,548,CA
0583IFisher,1594007,ASSOCIATE,America/Toronto,583,CA
Alex598,1794695,ASSOCIATE,America/Toronto,598,CA
0633LPearse,168862,ASSOCIATE,America/Toronto,633,CA
0634taranjeet,1695041,ASSOCIATE,America/Toronto,634,CA
7345scormier,1506758,ASSOCIATE,America/Moncton,647,CA
0648julianas,1740958,ASSOCIATE,America/Toronto,648,CA
kyeokrahier,119294,ASSOCIATE,America/Toronto,683,CA
0060STraver1,1027840,ASSOCIATE,America/Toronto,684,CA
0697HUsher,165307,ASSOCIATE,America/Toronto,697,CA
AlexWD698,1815621,ASSOCIATE,America/Montreal,698,CA
2150mmclaughlin,1343565,ASSOCIATE,America/Toronto,733,CA
0734BNenka,1801567,ASSOCIATE,America/Vancouver,734,CA
1066JGainham,250019,REST_MGR,America/Toronto,747,CA
0748thais,1583301,ASSOCIATE,America/Toronto,748,CA
2432SPierce,1012249,REST_MGR,America/Toronto,833,CA
0883mtaillon,1775327,ASSOCIATE,America/Montreal,883,CA
0884LSmith,102265,REST_MGR,America/Halifax,884,CA
0933Maneet,1726748,ASSOCIATE,America/Toronto,933,CA
0934VMendoza,183614,SHIFT_LDR,America/Toronto,934,CA
SATWINDERS,1777149,ASSOCIATE,America/Toronto,983,CA
1697Rjordan,311580,ASSOCIATE,America/St_Johns,998,CA
KKAUR1033,1765958,ASSOCIATE,America/Vancouver,1033,CA
1034dthompson,29642,REST_MGR,America/Moncton,1034,CA
457jaredsauve,1635473,SHIFT_LDR,America/Toronto,1048,CA
1958MOwen,187358,ASSOCIATE,America/Toronto,1083,CA
1084YSauve,1678772,ASSOCIATE,America/Toronto,1084,CA
1365JJohnston,201055,ASSOCIATE,America/Toronto,1098,CA
711jminhas,1542403,REST_MGR,America/Vancouver,1133,CA
4188amanpreet,1718552,ASSOCIATE,America/Toronto,1134,CA
1183HPentz,1659341,ASSOCIATE,America/Toronto,1183,CA
1184abrash,1561184,ASSOCIATE,America/Vancouver,1184,CA
MikeHannah,1425844,ASSOCIATE,America/Toronto,1219,CA
1234ndeogratias,1585096,ASSOCIATE,America/Edmonton,1234,CA
OLacasse,1776761,ASSOCIATE,America/Toronto,1284,CA
pri2830,1145429,ASSOCIATE,America/Moncton,1319,CA
1333damian,1728388,SHIFT_LDR,America/Toronto,1333,CA
1334cherkimer,1026461,MUM,America/Toronto,1334,CA
1383AWilliams,1747262,ASSOCIATE,America/Toronto,1383,CA
1384fwhite,1253545,ASSISTANT_MGR,America/Toronto,1384,CA
1433twhite,1791740,ASSOCIATE,America/Moncton,1433,CA
1434GBcasaloma,310465,MUM,America/Toronto,1434,CA
1469PBaumgartner,1681487,ASSOCIATE,America/Toronto,1469,CA
1484CSmith1,119817,ASSOCIATE,America/Toronto,1484,CA
Marie-Lina77,1771892,ASSOCIATE,America/Montreal,1534,CA
1569JLebans,1496969,MUM,America/Moncton,1569,CA
1570manveer,1808046,ASSOCIATE,America/Edmonton,1570,CA
8495NJ,1173265,REST_MGR,America/Montreal,1583,CA
1584ATrudel,1703238,ASSOCIATE,America/Toronto,1584,CA
1619SUthayasivam,1223293,ASSOCIATE,America/Toronto,1619,CA
1620csmith,1734532,ASSOCIATE,America/Toronto,1620,CA
ROBINDORNEY,1419334,ASSOCIATE,America/Toronto,1633,CA
1634YDion,1736066,ASSOCIATE,America/Toronto,1634,CA
1541Bkalra,1006469,REST_MGR,America/Toronto,1669,CA
1670sarvjeet,1785817,ASSOCIATE,America/Vancouver,1670,CA
lori1371,141639,ASSOCIATE,America/Toronto,1684,CA
1591jkaur,1742726,ASSOCIATE,America/Toronto,1719,CA
arijeta,1102357,ASSOCIATE,America/Toronto,1720,CA
1733MAldueza,1679043,ASSOCIATE,America/Toronto,1733,CA
2655ITIQUI,1469425,REST_MGR,America/Toronto,1769,CA
0583AElliot,140739,ASSOCIATE,America/Moncton,1951,CA
1952vincent,1747614,ASSOCIATE,America/Vancouver,1952,CA
KChatry0468,1496606,ASSOCIATE,America/Regina,1987,CA
2001Pinky,1728365,ASSOCIATE,America/Toronto,2001,CA
0095TPerritt,101976,REST_MGR,America/Toronto,2002,CA
2037HARPARMINDER,1767839,ASSOCIATE,America/Toronto,2037,CA
2051LSatterley,307763,ASSOCIATE,America/Toronto,2051,CA
4372erimando,1765339,ASSOCIATE,America/Toronto,2052,CA
2087Asmith,310712,SHIFT_LDR,America/Halifax,2087,CA
2088ADavies,1774300,ASSOCIATE,America/Toronto,2088,CA
2101ATurner,1004195,ASSOCIATE,America/Toronto,2101,CA
2102MRied,1796511,ASSOCIATE,America/St_Johns,2102,CA
2137ABosnich,1310433,ASSOCIATE,America/Toronto,2137,CA
2151Wmezedjri,1792560,ASSOCIATE,America/Montreal,2151,CA
2152pawandeep,1343221,ASSOCIATE,America/Edmonton,2152,CA
AlanaB,1819721,ASSOCIATE,America/Toronto,2187,CA
2188SBlanchard,142034,ASSOCIATE,Canada/Newfoundland,2188,CA
0703SRAHIMI,1356528,ASSOCIATE,America/Montreal,2201,CA
1628dawada,1247866,ASSOCIATE,America/Toronto,2237,CA
2238baydaa,1770942,ASSOCIATE,America/Toronto,2238,CA
dmathews,1113244,MUM,America/Toronto,2252,CA
3576lsatermo,1711067,ASSOCIATE,America/Edmonton,2287,CA
2370NBUTT,14600,ASSOCIATE,America/Toronto,2288,CA
SurinderPal99,1786458,ASSOCIATE,America/Montreal,2302,CA
Namanpreet,1688194,ASSOCIATE,America/Toronto,2337,CA
IYARUBY,1151695,ASSOCIATE,America/Toronto,2352,CA
2387soohyun,1577961,SHIFT_LDR,America/Toronto,2387,CA
2388VBersamina,1676546,ASSOCIATE,America/Edmonton,2388,CA
10sahar,1124300,ASSOCIATE,America/Toronto,2402,CA
2437Amoresw,1763525,SHIFT_LDR,America/Vancouver,2437,CA
2438NSataur,193549,ASSOCIATE,America/Toronto,2438,CA
2452rmarcil,1787488,ASSOCIATE,America/Montreal,2452,CA
2795smitchell,1028772,ASSOCIATE,America/Toronto,2502,CA
2537mélodie,1812976,ASSOCIATE,America/Montreal,2537,CA
jaimee2538,1506079,ASSOCIATE,America/Vancouver,2538,CA
vasti,1761714,ASSOCIATE,America/Toronto,2552,CA
2587vmiranda,1662071,ASSOCIATE,America/Edmonton,2587,CA
2588LLatour,1736257,ASSOCIATE,America/Toronto,2588,CA
2637SSingh,143196,ASSOCIATE,America/Vancouver,2637,CA
2638Harpreet,1761021,ASSOCIATE,America/Halifax,2638,CA
melaniedesrosiers,1656237,ASSOCIATE,America/Montreal,2673,CA
2687niru,1794537,ASSOCIATE,America/Toronto,2687,CA
sherrie7013,48684,ASSISTANT_MGR,America/Toronto,2688,CA
2723JMiller,1240981,SHIFT_LDR,America/Toronto,2723,CA
2737MLe,1763532,ASSOCIATE,America/Toronto,2737,CA
2773je,1583504,REST_MGR,America/Toronto,2773,CA
2787AMANDEEP,1787179,ASSOCIATE,America/Toronto,2787,CA
joannybouchard,1733848,ASSOCIATE,America/Montreal,2788,CA
2823Aparna,1779051,ASSOCIATE,America/Toronto,2823,CA
2838lbrant,1810655,ASSOCIATE,America/Toronto,2838,CA
2207Felmie,1506455,ASSOCIATE,America/Toronto,2873,CA
2887ArianC,1587775,ASSOCIATE,America/Edmonton,2887,CA
2888HSivia,1797130,ASSOCIATE,America/Vancouver,2888,CA
2923CHERNAN,1745672,ASSOCIATE,America/Edmonton,2923,CA
5217rupi,1804678,ASSOCIATE,America/Toronto,2937,CA
2022KayeJordan,1458002,SHIFT_LDR,America/Edmonton,2973,CA
2987Nathania,1799418,ASSOCIATE,America/Toronto,2987,CA
alicia0001,1777352,ASSOCIATE,America/Montreal,2988,CA
3024PRani,1788715,ASSOCIATE,America/Halifax,3024,CA
0324JLopez,1148961,SHIFT_LDR,America/Toronto,3037,CA
CFirth,1657139,ASSOCIATE,America/Toronto,3038,CA
Betty1376,1691485,ASSOCIATE,America/Toronto,3073,CA
3074rviluan,1780100,ASSOCIATE,America/Toronto,3074,CA
3087ccaldwell,1812164,ASSOCIATE,America/Vancouver,3087,CA
RahmaHussein,1021382,ASSOCIATE,America/Toronto,3088,CA
1992TCampbell,31973,ASSOCIATE,America/Toronto,3123,CA
3124faisal,1752407,ASSOCIATE,America/Toronto,3124,CA
2284TRoderick,255796,REST_MGR,America/Toronto,3137,CA
3138saggarwal,1818773,ASSOCIATE,America/Vancouver,3138,CA
1699ACsire,1481384,ASSOCIATE,America/Toronto,3173,CA
AlexisFinch,1558247,ASSOCIATE,America/Toronto,3174,CA
3187KLeonard,1266604,ASSOCIATE,America/Toronto,3187,CA
3188amerchant,1536353,MUM,America/Toronto,3188,CA
3223ephilippon,1704005,ASSOCIATE,America/Montreal,3223,CA
Emma3224,1595049,ASSOCIATE,America/Edmonton,3224,CA
KDalaty,1288398,MUM,America/Toronto,3238,CA
3273jgagne,1755923,ASSOCIATE,America/Montreal,3273,CA
3274George,1713708,ASSOCIATE,America/Toronto,3274,CA
3288JMasih,1787174,ASSOCIATE,America/Toronto,3288,CA
3323MAYCHAN,1196843,ASSOCIATE,America/Toronto,3323,CA
Amathuran,1763605,ASSOCIATE,America/Toronto,3338,CA
3374Apasagui,1429778,SHIFT_LDR,America/Winnipeg,3374,CA
3423Sukpreet,1675810,ASSOCIATE,America/Winnipeg,3423,CA
3424meronberhanu,1318370,SHIFT_LDR,America/Winnipeg,3424,CA
3438zakherl,1813860,ASSOCIATE,America/Montreal,3438,CA
0009TMeloche,111257,ASSOCIATE,America/Toronto,9,CA
0016MRichardson,1810740,ASSOCIATE,America/Toronto,16,CA
0043EFougere,172638,ASSOCIATE,America/Moncton,43,CA
45rbascoe,1795115,ASSOCIATE,America/Toronto,45,CA
0050LRice,133011,ASSOCIATE,America/Toronto,50,CA
0052KWinger,1777107,ASSOCIATE,America/Toronto,52,CA
0109LGinn,104005,REST_MGR,America/Toronto,109,CA
145HIgnacio,1719830,REST_MGR,America/Vancouver,145,CA
2958JBaird,169684,REST_MGR,America/Vancouver,152,CA
GSandu,1740525,ASSOCIATE,America/Toronto,209,CA
0243CDupuis,1201620,SHIFT_LDR,America/Toronto,243,CA
250salsaudi,1796887,ASSOCIATE,America/Toronto,250,CA
252KDelacruz,1281029,ASSOCIATE,America/Vancouver,252,CA
0343MELISSA,1789249,ASSOCIATE,America/Montreal,343,CA
3032ABrough,293899,ASSOCIATE,America/Toronto,352,CA
0379HarveerK,1789415,ASSOCIATE,America/Toronto,379,CA
0386Largy,1413775,ASSOCIATE,America/Toronto,386,CA
kumar443,1799739,ASSOCIATE,America/Toronto,443,CA
0445RPiojo,1078382,ASSOCIATE,America/Halifax,445,CA
0452SChisolm,1807506,ASSOCIATE,America/Halifax,452,CA
0479CaroleA,1348501,ASSOCIATE,America/Toronto,479,CA
486CDetuelo,1538247,ASSOCIATE,America/Edmonton,486,CA
0552CCosby,154138,ASSOCIATE,America/Toronto,552,CA
1550dominicC,1684761,ASSOCIATE,America/Toronto,579,CA
0586SFumo,305639,REST_MGR,America/Toronto,586,CA
588Apostol,1774273,ASSOCIATE,America/Edmonton,588,CA
0643ADoucette,1104350,SHIFT_LDR,America/Toronto,643,CA
Alizeh645,1785028,ASSOCIATE,America/Toronto,645,CA
652JMacdonald,1405487,ASSOCIATE,America/Toronto,652,CA
679devonte,1822333,ASSOCIATE,America/Halifax,679,CA
0688DSmith1,192608,ASSOCIATE,America/Toronto,688,CA
0743Tyler,1810939,ASSOCIATE,America/Edmonton,743,CA
2537MDugas,172275,ASSOCIATE,America/Montreal,745,CA
752dinoja,1756422,ASSOCIATE,America/Toronto,752,CA
0786CBingham,172411,ASSOCIATE,America/Vancouver,786,CA
788MANROOP,1802133,ASSOCIATE,America/Toronto,788,CA
0822CComeau,1089240,ASSOCIATE,America/Moncton,822,CA
6192deepankar,1679572,ASSOCIATE,America/Edmonton,845,CA
ericleung,270747,MUM,America/Toronto,879,CA
0886CarrieS,1806038,ASSOCIATE,America/Toronto,886,CA
2588MJohnston,1223351,SHIFT_LDR,America/Toronto,888,CA
0945DWhite,1755551,ASSOCIATE,America/Moncton,945,CA
0952Slangendoen,1455061,ASSOCIATE,America/Toronto,952,CA
fariba979,1695504,ASSOCIATE,America/Toronto,979,CA
0986LBoothby,1125615,SHIFT_LDR,America/Moncton,986,CA
0988jerbe,1754916,ASSOCIATE,America/Toronto,988,CA
1022ypage,1651838,ASSOCIATE,America/Toronto,1022,CA
1052AVerma,1820637,ASSOCIATE,America/Halifax,1052,CA
711aqenawy,1542448,REST_MGR,America/Vancouver,1081,CA
1088jbaynham,1617411,ASSOCIATE,America/Toronto,1088,CA
1145moreta,1200952,ASSOCIATE,America/Montreal,1145,CA
1179DSTJEAN,1586114,ASSOCIATE,America/Halifax,1179,CA
0153mhughes,1492900,ASSOCIATE,America/Toronto,1188,CA
1222CMeriales,1813324,SHIFT_LDR,America/Toronto,1222,CA
1281KCatalon,1360234,SHIFT_LDR,America/Edmonton,1281,CA
1286maria,1816551,ASSOCIATE,America/Toronto,1286,CA
1288CElliott,317325,ASSOCIATE,America/Halifax,1288,CA
1315lreid,1727501,ASSOCIATE,America/Toronto,1315,CA
1345BIrving,1449410,SHIFT_LDR,America/Halifax,1345,CA
1379Clarke,1598970,ASSOCIATE,America/Toronto,1379,CA
1381ngiddy,1060736,MUM,America/Vancouver,1381,CA
1388JLijo,1658302,ASSOCIATE,America/Toronto,1388,CA
1422lisa,1542788,ASSOCIATE,America/Toronto,1422,CA
1488Gear,1667160,SHIFT_LDR,America/Edmonton,1488,CA
ashlea1515,293212,MUM,America/Vancouver,1515,CA
1522sprince,1650167,ASSOCIATE,America/St_Johns,1522,CA
1524amy,1295632,ASSOCIATE,America/Toronto,1524,CA
1579tcrocker,1757040,ASSOCIATE,America/Toronto,1579,CA
4670kevinclavet,1610691,ASSOCIATE,America/Moncton,1581,CA
1588csawler,1732410,ASSOCIATE,America/Halifax,1588,CA
1615moumin,1764719,ASSOCIATE,America/Toronto,1615,CA
1622mluci,1203967,SHIFT_LDR,America/Montreal,1622,CA
1624SinghP,1738439,ASSOCIATE,America/Vancouver,1624,CA
1679ramesh,1750380,SHIFT_LDR,America/Edmonton,1679,CA
6530ASingh,1713296,ASSOCIATE,America/Vancouver,1681,CA
1688CFraser,112058,ASSOCIATE,America/Edmonton,1688,CA
FORAM1722,1537613,REST_MGR,America/Toronto,1722,CA
1724atul,1781606,ASSOCIATE,America/Toronto,1724,CA
1779alyssa,1769721,ASSOCIATE,America/Montreal,1779,CA
1781jenna,1487310,ASSOCIATE,America/Edmonton,1781,CA
1788ARamlall,1754315,ASSOCIATE,America/Toronto,1788,CA
1815urvashi,1814334,ASSOCIATE,America/Montreal,1815,CA
1822BHache,1813217,ASSOCIATE,America/Moncton,1822,CA
1858CBell,147597,ASSOCIATE,America/Toronto,1858,CA
2882nina,1651999,ASSOCIATE,America/Toronto,1881,CA
0521rkumarasamy,264960,REST_MGR,America/Toronto,1888,CA
ffrech,1011991,ASSISTANT_MGR,America/Toronto,25,CA
0034mnorth,1762778,ASSOCIATE,America/Toronto,34,CA
nicoled1257,14403,REST_MGR,America/Toronto,59,CA
0093SKaur,1778109,SHIFT_LDR,America/Halifax,93,CA
81JYang,1620589,SHIFT_LDR,America/Halifax,102,CA
0127RCOLLIN,1792780,ASSOCIATE,America/Montreal,127,CA
0136HSpencer,1743624,ASSOCIATE,America/Halifax,136,CA
Urszula195S,1720886,ASSOCIATE,America/Toronto,195,CA
2109chiara,1494273,ASSOCIATE,America/Toronto,200,CA
SarahCanning,1741951,ASSOCIATE,America/Toronto,225,CA
0149HSteeves,152564,ASSOCIATE,America/Moncton,234,CA
268Aparente,1775468,ASSOCIATE,America/Toronto,268,CA
0293csicard,1677149,SHIFT_LDR,America/Toronto,293,CA
0302hwagner,1775611,ASSOCIATE,America/Toronto,302,CA
2954dmclsaac,1658944,ASSOCIATE,America/Edmonton,361,CA
0404matt,1764539,ASSOCIATE,America/Toronto,404,CA
jaicynda2016,1492534,ASSOCIATE,America/Toronto,429,CA
0468ladams,1820022,ASSOCIATE,America/Toronto,468,CA
0493CLague,1554154,ASSOCIATE,America/Moncton,493,CA
smason,1774495,ASSOCIATE,America/Toronto,502,CA
Squick527,1595698,REST_MGR,America/Toronto,527,CA
MK0536,1799859,ASSOCIATE,America/Toronto,536,CA
0561KKostiuk,197978,ASSOCIATE,America/Toronto,561,CA
0570hchartrand,1786212,ASSOCIATE,America/Toronto,570,CA
0577PStanley,234943,ASSOCIATE,America/Toronto,604,CA
0629Shaina,1765672,ASSOCIATE,America/Toronto,629,CA
0638MLeavitt,1606552,ASSOCIATE,America/Moncton,638,CA
0668HMacdonald,1573155,ASSOCIATE,America/Moncton,668,CA
0693LAWRENTTAATOE,22323,ASSOCIATE,America/Toronto,693,CA
0702sakina,1790862,ASSOCIATE,America/Toronto,702,CA
0727Denise,1726213,ASSOCIATE,America/Halifax,727,CA
1566ewalker,1776727,ASSOCIATE,America/Toronto,736,CA
2225RDavis,308124,ASSOCIATE,America/Toronto,761,CA
0770EHaiser,1745968,ASSOCIATE,America/Toronto,770,CA
Jenswartz,1495147,ASSOCIATE,America/Toronto,795,CA
0863Harinder,1820335,ASSOCIATE,America/Vancouver,863,CA
0872kcrothall,1498144,ASSOCIATE,America/Halifax,872,CA
SukhchainSingh,1784781,ASSOCIATE,America/Toronto,902,CA
0927MVithya,1620240,ASSOCIATE,America/Toronto,927,CA
0936KHodgson,1816887,ASSOCIATE,America/Toronto,936,CA
VanessaDay,1488612,SHIFT_LDR,America/Toronto,961,CA
0914rahman,1522751,ASSOCIATE,America/Toronto,970,CA
ANovotny,189633,ASSOCIATE,America/Toronto,995,CA
1004vpirie,1813099,ASSOCIATE,America/Toronto,1004,CA
1029cdamour,314572,SHIFT_LDR,America/Montreal,1029,CA
1038nicolasd,1555030,ASSOCIATE,America/Toronto,1038,CA
1063Kayla,1479633,ASSOCIATE,America/Edmonton,1063,CA
1097Nise,1463498,ASSOCIATE,America/Edmonton,1097,CA
CReyes1106,1748061,ASSOCIATE,America/Halifax,1106,CA
Avishek12345,1784569,ASSOCIATE,America/St_Johns,1131,CA
01136NDENIS,1637084,ASSOCIATE,America/Montreal,1136,CA
1161MScott,1778067,ASSOCIATE,America/Halifax,1161,CA
1170ACarbino,219158,ASSOCIATE,America/Toronto,1170,CA
1195jkaur,1521356,ASSOCIATE,America/Vancouver,1195,CA
1229meunier,1811076,ASSOCIATE,America/Montreal,1229,CA
1238RLoewen,1733776,ASSOCIATE,America/Toronto,1238,CA
1263CJesse,1512503,ASSOCIATE,America/Toronto,1263,CA
1272MSmith,1772858,ASSOCIATE,America/Toronto,1272,CA
1297dkumar,1518299,ASSOCIATE,America/Edmonton,1297,CA
1331DBrown,1600639,ASSOCIATE,America/Toronto,1331,CA
WilsonJustin1340,1628659,ASSOCIATE,America/Toronto,1340,CA
1365BCook,201065,ASSOCIATE,America/Toronto,1365,CA
1820LPruitt,167028,ASSOCIATE,America/Edmonton,1370,CA
1404eyoung-wood,1388112,ASSOCIATE,America/Toronto,1404,CA
3285DGolding,1707717,ASSOCIATE,America/Toronto,1463,CA
1497DDavidson-wilson,131295,ASSOCIATE,America/Toronto,1497,CA
1506 MLozon,1719090,ASSOCIATE,America/Toronto,1506,CA
1531kulwinder,1173114,REST_MGR,America/Toronto,1531,CA
1540amoye,1795277,ASSOCIATE,America/Toronto,1540,CA
1565acrockwright,1219263,ASSOCIATE,America/Toronto,1565,CA
1574Scoresis,1823116,ASSOCIATE,America/Toronto,1574,CA
1604CLarocque,1234400,ASSOCIATE,America/Toronto,1604,CA
1629BLemmens,1689518,ASSOCIATE,America/Toronto,1629,CA
1638GMallard,167770,ASSOCIATE,America/St_Johns,1638,CA
1663HYarwood,1717885,ASSOCIATE,America/Edmonton,1663,CA
1672Harpreet,1790353,ASSOCIATE,America/Toronto,1672,CA
1697VLarocque,1689123,ASSOCIATE,America/Edmonton,1697,CA
1706CBurrows,1789637,ASSOCIATE,America/Halifax,1706,CA
1731pal,1017326,ASSOCIATE,America/Toronto,1731,CA
1740Gurpreet,1804392,ASSOCIATE,America/Toronto,1740,CA
2157chithira,1357898,ASSOCIATE,America/Toronto,1774,CA
1048Priya,1724400,ASSOCIATE,America/Toronto,1799,CA
1804YGameda,1716184,ASSOCIATE,America/Toronto,1804,CA
NToussaint,1772434,ASSOCIATE,America/Montreal,1808,CA
1833mvigneux,1789832,ASSOCIATE,America/Toronto,1833,CA
1959agermain,1668083,ASSOCIATE,America/Montreal,1959,CA
3940kReehal,1155787,ASSOCIATE,America/Toronto,1976,CA
1752CThompson,1607331,ASSOCIATE,America/Toronto,1993,CA
ARJimenez,1515898,ASSOCIATE,America/Toronto,2010,CA
2061mlabrie,1666369,ASSOCIATE,America/Moncton,2061,CA
3257FELIPE,289324,ASSOCIATE,America/Toronto,2078,CA
2112cpoirier,122565,SHIFT_LDR,America/Toronto,2112,CA
2129Athomas,1797167,ASSOCIATE,America/Moncton,2129,CA
2146VReid,1564737,ASSOCIATE,America/Edmonton,2146,CA
02163Kamal,1771853,ASSOCIATE,America/Vancouver,2163,CA
sadie2176,1509360,ASSOCIATE,America/Toronto,2176,CA
2180vanessa,1747334,ASSOCIATE,America/Montreal,2180,CA
2210HWahab,1764073,ASSOCIATE,America/Toronto,2210,CA
2227sessa,1517464,ASSOCIATE,America/Vancouver,2227,CA
2244KChahal,1690501,ASSOCIATE,America/Toronto,2244,CA
2261adillon,1805309,ASSOCIATE,America/Vancouver,2261,CA
2278KRajadurai,297128,ASSOCIATE,America/Toronto,2278,CA
1760JWilker,1748906,ASSOCIATE,America/Edmonton,2295,CA
